entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_publicacion
E.S.E. HOSPITAL LOCAL DE ZONA BANANERA,819003632,Magdalena,Zona Bananera,Territorial,Centralizada,CO1.REQ.10403626,2026-04-06-EBS-R-711-264,704356336,CO1.BDOS.10228713,ORDEN DE PRESTACION DE SERVICIO,Prestacion de servicios personales como Auxiliar de Enfermería dentro del programa de equipos basicos en salud según la resolucion 711.,Presentación de oferta,2026-05-02T00:00:00.000,2026-05-02T00:00:00.000,2026-05-02T00:00:00.000,3000000,Contratación régimen especial,Regla aplicable,30,día(s),Zona Bananera,GRUPO DE CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,734068059,Magdalena,Zona Bananera,0,No Adjudicado,sandra patricia chanaga retamozo,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10260015'},704356336,Presentación de oferta,,,,,,
E.S.E HOSPITAL SANDIEGO DE CERETE,891080015,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.7964344,HSD-0413-2025,706750759,CO1.BDOS.7825977,TRANSFERCOPY,SUMINISTRO DE PAPELERIA Y UTILES DE OFICINA PARA LA E.S.E HOSPITAL SANDIEGO DE CERETÉ Y SU SEDE SAN CARLOS,Presentación de oferta,2025-03-14T00:00:00.000,2025-03-14T00:00:00.000,2025-03-14T00:00:00.000,40243934,Contratación régimen especial,Regla aplicable,3,Mes(es),Cereté,SUBGERENCIA ADMINISTRATIVO Y FINANCIERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.14111500,Abierto,Suministros,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7842013'},706750759,Presentación de oferta,,,,,,
DANE - DIRECCION TERRITORIAL NORTE,899999027,Atlántico,No Definido,Nacional,Centralizada,CO1.REQ.7236890,EDP-365-OP-2024-2-TN,702860123,CO1.BDOS.7101344,SENTENCIA_2024_BDC_TH_TU_IINT Prestación de servicios de apoyo a la gestión para realizar  seguimiento y coordinación de campo en áreas urbanas; de las viviendas de Clase I y II; que presentan  estado,"SENTENCIA_2024_BDC_TH_TU_IINT Prestación de servicios de apoyo a la gestión para realizar 
seguimiento y coordinación de campo en áreas urbanas, de las viviendas de Clase I y II, que presentan 
estados de rechazo, incompletos, temporales y desocupadas, así como aquellas con personas 
ausentes; en el marco de las actividades de recolección para el Registro Multidimensional Wayúu en el 
municipio asignado del departamento de La Guajira, así como el monitoreo del trabajo de los 
supervisores, verif",Presentación de oferta,2024-11-27T00:00:00.000,2024-11-27T00:00:00.000,2024-11-27T00:00:00.000,4550000,Contratación directa,Servicios profesionales y apoyo a la gestión,45,día(s),No Aplica,DANE - DIRECCION TERRITORIAL NORTE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7117821'},702860123,Presentación de oferta,,,,,,
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.9517122,IND-26-SAF-01-1420,701715203,CO1.BDOS.9348413,ANDRES MAURICIO MORALES PUENTES,"PRESTAR LOS SERVICIOS PROFESIONALES COMO MAGISTER POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA, PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO FORTALECIMIENTO DE LA INFRAESTRUCTURA DEPORTIVA Y RECREATIVA PARA FACILITAR LA PRACTICA DEL DEPORTE Y LA RECREACION EN LOS MUNICIPIOS DEL VALLE DEL CAUCA",Presentación de oferta,2026-01-05T00:00:00.000,2026-01-05T00:00:00.000,2026-01-05T00:00:00.000,36000000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),Cali,SUBGERENCIA DE INFRAESTRUCTURA DEPORTIVA INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9378243'},701715203,Presentación de oferta,,,,,,
ALCALDIA LOCAL DE USME,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.6954803,FDLU-CD-996-2024 (114913),702234303,CO1.BDOS.6825417,OLGA YINET ZAPATA ARIAS,"PRESTAR SERVICIOS DE APOYO A LA GESTIÓN, DE LOS ASUNTOS RELACIONADOS CON SEGURIDAD CIUDADANA, CONVIVENCIA Y PREVENCIÓN DE CONFLICTIVIDADES, VIOLENCIAS Y DELITOS EN LA LOCALIDAD, DE CONFORMIDAD CON EL MARCO NORMATIVO APLICABLE",Presentación de oferta,2024-10-04T00:00:00.000,2024-10-04T00:00:00.000,2024-10-04T00:00:00.000,12960000,Contratación directa,Servicios profesionales y apoyo a la gestión,135,día(s),No Aplica,CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6835332'},702234303,Presentación de oferta,,,,,,
HOSPITAL MARÍA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,832010436,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.8357069,413-2025,703996561,CO1.BDOS.8209989,PRESTAR SERVICIOS PARA LA GESTION INTEGRAL DE LA ASIGNACION DE CITAS INCLUYENDO SOFTWARE Y LAS PLATAFORMAS QUE PARA ELLO SE REQUIERA; PARA EL HOSPITAL MARIA AUXILIADORA E.S.E DE MOSQUERA Y SUS SEDES,"PRESTAR SERVICIOS PARA LA GESTION INTEGRAL DE LA ASIGNACION DE CITAS INCLUYENDO SOFTWARE Y LAS PLATAFORMAS QUE PARA ELLO SE REQUIERA, PARA EL HOSPITAL MARIA AUXILIADORA E.S.E DE MOSQUERA Y SUS SEDES",Presentación de oferta,2025-06-05T00:00:00.000,2025-06-05T00:00:00.000,2025-06-05T00:00:00.000,37859115,Contratación régimen especial,Decreto 092 de 2017,60,día(s),Mosquera,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8241801'},703996561,Presentación de oferta,,,,,,
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,805027289,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.9336350,00-2025-JCON-279,704483148,CO1.BDOS.9169647,FUNDACIÓN MANOS QUE CREAN SUEÑOS,"PRESTAR EL SERVICIO DE APOYO
LOGÍSTICO Y SUMINISTRO DE LOS ELEMENTOS NECESARIOS PARA LA ATENCIÓN
BÁSICA INTEGRAL A PERSONAS MAYORES EN CONDICIONES DE DESCUIDO,
ABANDONO O VÍCTIMAS DE VIOLENCIA INTRAFAMILIAR, ASÍ COMO LA ATENCIÓN
SOCIOSANITARIA QUE CONTRIBUYA AL RESTABLECIMIENTO DE DERECHOS Y A
LA INCLUSIÓN SOCIAL DE LA POBLACIÓN EN SITUACIÓN DE CALLE EN
CONDICIONES DE DEPENDENCIA EN EL DISTRITO DE SANTIAGO DE CALI, EN EL
MARCO DEL CONTRATO INTERADMINISTRATIVO NO. 4146.010.26.1.2458.2025.",Presentación de oferta,2025-11-26T00:00:00.000,2025-11-26T00:00:00.000,2025-11-26T00:00:00.000,172000000,Contratación régimen especial,Regla aplicable,50,día(s),Cali,PUBLICACIÓN DE CONTRATOS Y COMPRAS ESE LADERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9194690'},704483148,Presentación de oferta,,,,,,
ALCALDIA MUNICIPIO DE QUIBDO,891680011,Chocó,Quibdó,Territorial,Centralizada,CO1.REQ.3075967,MIN-020- II DEL 2022,703035956,CO1.BDOS.2994003,CORREOS ELECTRONICOS INSTITUCIONALES,No definido,Presentación de oferta,2022-06-28T00:00:00.000,2022-06-28T00:00:00.000,2022-06-28T00:00:00.000,45000000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,30,día(s),Quibdó,CONTRATACION,0,0,9,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1358514,712643063,Chocó,Quibdó,40500000,ARLETH YANELY ARRIAGA GIL,IA 4 DATA S.A.S,No Definido,V1.81161600,Cerrado,Prestación de servicios,No Definido,V181161800,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2997279'},703035956,Adjudicado,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,,2022-07-01T00:00:00.000,2022-07-05T00:00:00.000,
INDER GIRARDOTA,800019166,Antioquia,Girardota,Territorial,Descentralizada,CO1.REQ.7264517,C00150-2024,705274124,CO1.BDOS.7128618,SEBASTIAN BOHORQUEZ CARMONA,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN EN DEPORTE FORMATIVO COMO INSTRUCTOR DE FUTBOL EN INICIACIÓN Y DESARROLLO DEL CENTRO DE FOMENTO DEPORTIVO DEL MUNICIPIO DE GIRARDOTA,Presentación de oferta,2024-12-03T00:00:00.000,2024-12-03T00:00:00.000,2024-12-03T00:00:00.000,927517,Contratación directa,Servicios profesionales y apoyo a la gestión,15,día(s),Girardota,INDER,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7148647'},705274124,Presentación de oferta,,,,,,
GOBERNACION DEL CASANARE,892099216,Casanare,Yopal,Territorial,Centralizada,CO1.REQ.6747990,CAS-OAJ-CDPSAG-0418-2024,706091220,CO1.BDOS.6621204,BRINDAR APOYO A LA GESTION EN LA CLASIFICACIÓN Y ORGANIZACIÓN DE LA DOCUMENTACIÓN GENERADA EN LA EJECUCIÓN DE LOS PROYECTOS DE INVERSIÓN SECTORIAL DEL PROYECTO CON BPIN 2024005850096 A CARGO DE LA DIR,"BRINDAR APOYO A LA GESTION EN LA CLASIFICACIÓN Y ORGANIZACIÓN DE LA DOCUMENTACIÓN GENERADA EN LA EJECUCIÓN DE LOS PROYECTOS DE INVERSIÓN SECTORIAL DEL PROYECTO CON BPIN 2024005850096 A CARGO DE LA DIRECCIÓN TECNICA DE VIVIENDA, ASI COMO LA GESTION DOCUMENTAL DE PROYECTOS DE VIGENCIAS ANTERIORES.",Presentación de oferta,2024-08-29T00:00:00.000,2024-08-29T00:00:00.000,2024-08-29T00:00:00.000,8974142,Contratación directa,Servicios profesionales y apoyo a la gestión,121,día(s),Yopal,UNIDADJURIDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.81111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6629925'},706091220,Presentación de oferta,,,,,,
INSTITUCION EDUCATIVA EDUARDO CARRANZA,892099460,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.3448853,2022 - 21,705836484,CO1.BDOS.3359198,Suministro elementos para fotocopiadora,Suministro elementos para fotocopiadora E-Toshiba 4508A de la institución,Presentación de oferta,2022-10-05T00:00:00.000,2022-10-05T00:00:00.000,2022-10-05T00:00:00.000,2951200,Contratación régimen especial,Decreto 092 de 2017,8,día(s),Villavicencio,CARLOS EFIDIO VEGA CAMELO,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.43212100,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3363332'},705836484,Presentación de oferta,,,,,,
ALCALDIA LOCAL RAFAEL URIBE URIBE,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Descentralizada,CO1.REQ.6118261,FDLRUU-CD-165-2024,702118076,CO1.BDOS.5998936,GESTOR DE SEGURIDAD,"PRESTAR SERVICIOS DE APOYO A LA GESTIÓN LOCAL Y TERRITORIAL DE LOS TEMAS DE SEGURIDAD Y CONVIVENCIA CIUDADANA EN EL
MARCO DEL PROYECTO DE INVERSION 1680 CIUDADANOS MÁS SEGUROS Y CON CONFIANZA EN LA JUSTICIA EN RAFAEL URIBE URIBE",Presentación de oferta,2024-04-19T00:00:00.000,2024-04-19T00:00:00.000,2024-04-19T00:00:00.000,10000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Bogotá,CONTRATACION ALRUU,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6006791'},702118076,Presentación de oferta,,,,,,
POLICIA METROPOLITANA DE BUCARAMANGA,900233117,Santander,Bucaramanga,Territorial,Descentralizada,CO1.REQ.7224312,PN MEBUC SA MC  010 2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),701715187,CO1.BDOS.7017823,LOTE 1. SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO PARA EL EQUIPO AUTOMOTOR VEHICULOS MULTIMARCA DE LA POLICIA METROPOLITANA DE BUCARAMANGA; LOTE 2. SERVICIO DE MANTENIMIENTO PREVE,LOTE 1. SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO PARA EL EQUIPO AUTOMOTOR VEHICULOS MULTIMARCA DE LA POLICIA METROPOLITANA DE BUCARAMANGA; LOTE 2. SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO PARA EL EQUIPO AUTOMOTOR VEHICULOS MULTIMARCA DEL DEPARTAMENTO DE POLICIA SANTANDER; LOTE 3. SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO PARA EL EQUIPO AUTOMOTOR VEHICULOS MULTIMARCA DEL DEPARTAMENTO DE POLICIA MAGDALENA MEDIO; LOTE 4. SERVICIO DE M,Presentación de oferta,2024-11-25T00:00:00.000,2024-11-25T00:00:00.000,2024-11-25T00:00:00.000,3586295897,Selección Abreviada de Menor Cuantía,Defensa y seguridad nacional,9,Mes(es),Bucaramanga,POLICIA METROPOLITANA DE BUCARAMANGA,7,7,36,0,6,0,0,6,6,Seleccionado,70,Si,CO1.AWD.2110827,729398206,No Definido,Bucaramanga,183375000,SERGIO ANDRES REY RIAÑO,UT TODO MOTORES MEBUC 2024,901900077,UNSPECIFIED,Cerrado,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7104658'},701715187,Adjudicado,2024-11-27T00:00:00.000,2024-11-27T00:00:00.000,,2024-11-27T00:00:00.000,2024-12-19T00:00:00.000,
GOBERNACION DEL QUINDIO ARMENIA,890001639,Quindío,Armenia,Territorial,Centralizada,CO1.REQ.2257917,CUL015-CONVENIODEASOCIACION-2021,702948183,CO1.BDOS.2196840,CONVENIO DE ASOCIACIÓN PARA AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DEL QUINDÍO Y CORPORACIÓN CIVICA Y CULTURAL BARCELONA CON EL FIN DE DAR CUMPLIMIENTO A LO ESTABLECIDO EN EL PROGRAMA DEPARTAMENTAL DE,"CONVENIO DE ASOCIACIÓN PARA AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DEL QUINDÍO Y CORPORACIÓN CIVICA Y CULTURAL BARCELONA CON EL FIN DE DAR CUMPLIMIENTO A LO ESTABLECIDO EN EL PROGRAMA DEPARTAMENTAL DE CONCERTACIÓN DE PROYECTOS ARTÍSTICOS Y CULTURALES VIGENCIA 2021, EN EJECUCIÓN AL PROYECTO: ESCUELA DE MÚSICA DE BARCELONA",Fase de ofertas,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,19551536,Contratación directa,Ejecución de trabajos artísticos,105,día(s),No Aplica,SECRETARIA CULTURA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.93141702,Abierto,Prestación de servicios,No Definido,"V190131501, V190131502, V190131503, V193141514, V193141703, V193141707, V193141711",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2198760'},702948183,Fase de ofertas,,,,,,
MINTRABAJO NIVEL CENTRAL*/,830115226,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4036835,CPS-MT-244-2023-ADRIANA PATRICIA AREVALO BELTRAN,700094030,CO1.BDOS.3940992,CPS-MT-244-2023-ADRIANA PATRICIA AREVALO BELTRAN,"Prestar servicios profesionales en la Dirección de Riesgos Laborales de asistencia técnica en el seguimiento de la Comisión Nacional de Seguridad y Salud en el Trabajo del sector transporte, fortaleciendo el dialogo social en cumplimiento a la normatividad vigente.",Presentación de oferta,2023-02-06T00:00:00.000,2023-02-06T00:00:00.000,2023-02-06T00:00:00.000,76946198,Contratación directa,Servicios profesionales y apoyo a la gestión,323,día(s),No Aplica,Grupo de Gestión Contractual,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.93141808,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3942538'},700094030,Presentación de oferta,,,,,,
SECRETARÍA DISTRITAL DE MOVILIDAD,8999990619,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.5195482,SDM-MC-173-2023,701699407,CO1.BDOS.5081167,ADQUIRIR LA SUSCRIPCIÓN DE LA HERRAMIENTA TOAD DBA SUITE FOR ORACLE PARA LA SECRETARIA DISTRITAL DE MOVILIDAD,ADQUIRIR LA SUSCRIPCIÓN DE LA HERRAMIENTA TOAD DBA SUITE FOR ORACLE PARA LA SECRETARIA DISTRITAL DE MOVILIDAD,Presentación de oferta,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,2023-10-25T00:00:00.000,29231894,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,0,día(s),Bogotá,DIRECCIÓN DE CONTRATACIÓN,0,0,12,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.1766208,700123086,Distrito Capital de Bogotá,Bogotá,23443000,Miguel Ángel Mancera Villa,BMIND SAS BIC,900105979,V1.81112200,Cerrado,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5104019'},701699407,Adjudicado,2023-11-02T00:00:00.000,2023-11-02T00:00:00.000,,2023-11-02T00:00:00.000,2023-11-15T00:00:00.000,
IDRD - ENTIDAD OFICIAL.,860061099,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.9043231,IDRD-STP-CPS-3771-2025,701925125,CO1.BDOS.8882368,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN PARA REALIZAR LAS ACTIVIDADES ASOCIADAS A BRINDAR SALVAMENTO ACUÁTICO EN LAS PSICINAS HABILITADAS EN LOS DIFERENTES ESCENARIOS ADMINISTRADOS POR EL IDRD.,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN PARA REALIZAR LAS ACTIVIDADES
ASOCIADAS A BRINDAR SALVAMENTO ACUÁTICO EN LAS PSICINAS HABILITADAS EN
LOS DIFERENTES ESCENARIOS ADMINISTRADOS POR EL IDRD.",Presentación de oferta,2025-10-10T00:00:00.000,2025-10-10T00:00:00.000,2025-10-10T00:00:00.000,9615000,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),Bogotá,Subdirección Contratación,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111620,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8926750'},701925125,Presentación de oferta,,,,,,
GOBIERNO DEPARTAMENTAL,8001136727,Tolima,No Definido,Territorial,Centralizada,CO1.REQ.1846091,CD-2021-PS-0560,702192410,CO1.BDOS.1795784,PRESTACION DE SERVICIOS PROFESIONALES,"CONTRATAR LA PRESTACION DE SERVICIOS PROFESIONALES DE UN LICENCIADO ESPECIALIZADO EN GERENCIA DE INSTITUCIONES EDUCATIVAS, PARA APOYAR LA PROMOCION DE LA CONVIVENCIA A TRAVES DE LOS GESTORES DE PAZ EN EL DEPARTAMENTO EN DESARROLLO DEL PROYECTO DE  FORTALECIMIENTO DE LOS DERECHOS HUMANOS MEDIANTE LA PROMOCION DE LA CONVIVENCIA, CONFIANZA, PROTECCION, ATENCION A LIDERES, LIDERESAS Y POBLACION VULNERABLE EN DEPARTAMENTO DEL TOLIMA .",Presentación de oferta,2021-02-23T00:00:00.000,2021-02-23T00:00:00.000,2021-02-23T00:00:00.000,38611800,Contratación directa,Servicios profesionales y apoyo a la gestión,285,día(s),Ibagué,SECRETARIA DEL INTERIOR,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1792308'},702192410,Presentación de oferta,,,,,,
MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,830115395,Distrito Capital de Bogotá,Bogotá,Nacional,Descentralizada,CO1.REQ.1721969,CD 074 2021,700209018,CO1.BDOS.1671393,RICARDO ALFREDO AHUMADA MORA,"Prestación de servicios profesionales al Grupo de Comunicaciones del Ministerio de Ambiente y Desarrollo
Sostenible, para elaborar, producir y apoyar el desarrollo de contenidos periodísticos en formato audiovisual
de los programas, proyectos y planes que adelanta la Entidad.",Presentación de oferta,2021-01-18T00:00:00.000,2021-01-18T00:00:00.000,2021-01-18T00:00:00.000,84000000,Contratación directa,Servicios profesionales y apoyo a la gestión,8,Mes(es),No Aplica,CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.83121701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1667600'},700209018,Presentación de oferta,,,,,,
INSTITUTO DE CULTURA Y TURISMO DE MANIZALES,800250029,Caldas,Manizales,Territorial,Descentralizada,CO1.REQ.3187586,2208141,704659911,CO1.BDOS.3103172,PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL ÁREA DE COMUNICACIONES Y MERCADEO DEL INSTITUTO DE CULTURA Y TURISMO DE MANIZALES; EN LO RELACIONADO A ESTRATEGIAS DE COMERCIALIZACIÓN Y POSICIONAMIENTO DE,"PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL ÁREA DE COMUNICACIONES Y MERCADEO DEL INSTITUTO DE CULTURA Y TURISMO DE MANIZALES, EN LO RELACIONADO A ESTRATEGIAS DE COMERCIALIZACIÓN Y POSICIONAMIENTO DE LOS PROGRAMAS Y ACTIVIDADES DESARROLLADOS POR LA ENTIDAD EN REDES SOCIALES.",Presentación de oferta,2022-08-03T00:00:00.000,2022-08-03T00:00:00.000,2022-08-03T00:00:00.000,22500000,Contratación directa,Servicios profesionales y apoyo a la gestión,135,día(s),Manizales,GRUPO CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80161500,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3105084'},704659911,Presentación de oferta,,,,,,
